epoch,loss,side_effect_f1_micro,side_effect_f1_macro,action_accuracy,score
26,1.0200002193450928,0.29583983639201333,0.2545698321678984,0.9235294117647059,0.48414670900382106
27,0.9816826581954956,0.2858990758440289,0.23241583830687493,0.9235294117647059,0.47718817662023194
28,0.9461879730224609,0.2786794918216023,0.20804198563591192,0.9235294117647059,0.47213446780453333
29,0.9158761501312256,0.2786232649897837,0.18701749324600647,0.9235294117647059,0.4720951090222603
30,0.8876283764839172,0.28490097025098227,0.16747787834685962,0.9235294117647059,0.4764895027050993
31,0.8593651056289673,0.29626058811376627,0.1506586766406782,0.9235294117647059,0.48444123520904814
32,0.8399407863616943,0.31297211113724877,0.1363552928680143,0.9235294117647059,0.4961393013254859
33,0.8253186941146851,0.3326414266920041,0.12660805991189825,0.9235294117647059,0.5099078222138146
34,0.8094940185546875,0.35355641823606787,0.11859417565799742,0.9235294117647059,0.5245483162946593
35,0.8061914443969727,0.3707961271340107,0.1145341266809584,0.9235294117647059,0.5366161125232192
36,0.8022812604904175,0.3846838190811715,0.11219223375375247,0.9235294117647059,0.5463374968862318
37,0.7970550060272217,0.39597241983145454,0.11151765834899877,0.9235294117647059,0.5542395174114298
38,0.7975820899009705,0.40396302161982983,0.11220407541070301,0.9235294117647059,0.5598329386632925
39,0.8012669086456299,0.41151535257473554,0.11353621608432782,0.9235294117647059,0.5651195703317267
40,0.797675609588623,0.41702096466793726,0.11516915821678513,0.9235294117647059,0.5689734987969678
41,0.8020261526107788,0.4213692870863687,0.11789953092114348,0.9235294117647059,0.5720173244898699
42,0.7953773140907288,0.42536592348709873,0.1208503623147687,0.9235294117647059,0.5748149699703808
43,0.7936829924583435,0.42890853379354066,0.12423519576706689,0.9235294117647059,0.5772947971848902
44,0.7933908700942993,0.42969075024268477,0.1266887517531543,0.9235294117647059,0.5778423486992911
45,0.7827942371368408,0.4300533995442332,0.1299067794052406,0.9235294117647059,0.5780962032103749
46,0.777452290058136,0.4300252760409738,0.1340131230083663,0.9235294117647059,0.5780765167580935
47,0.7709935903549194,0.42987735450079706,0.13749227376812287,0.9235294117647059,0.5779729716799697
48,0.7626027464866638,0.43089948437201603,0.14189884015830673,0.9235294117647059,0.578688462589823
49,0.7555776238441467,0.43025314489827615,0.1459623442362724,0.9235294117647059,0.578236024958205
50,0.7518118023872375,0.4295089936801167,0.14905417132028087,0.9235294117647059,0.5777151191054934
51,0.7454442381858826,0.4283121597096189,0.15182214114586276,0.9235294117647059,0.5768773353261449
52,0.7430883049964905,0.42766156363211405,0.15477167390105534,0.9235294117647059,0.5764219180718916
53,0.7419722676277161,0.42705936493327196,0.15764722215592492,0.9235294117647059,0.5760003789827022
54,0.7384093403816223,0.4266143701682583,0.1598071973518993,0.9235294117647059,0.5756888826471925
55,0.7333567142486572,0.42548164815075235,0.16108624442677727,0.9235294117647059,0.5748959772349383
56,0.7348691821098328,0.4253429058300975,0.16229984126992336,0.9235294117647059,0.5747988576104799
57,0.7395551204681396,0.42424580071868295,0.16254292638771858,0.9235294117647059,0.5740308840324898
58,0.7361246943473816,0.4233157880079093,0.1622341778885218,0.9235294117647059,0.5733798751349483
59,0.7325695157051086,0.4229468801520105,0.16163285491523816,0.9235294117647059,0.5731216396358191
60,0.7287615537643433,0.422408459418415,0.1605667475840733,0.9235294117647059,0.5727447451223022
61,0.7287764549255371,0.4213278763074125,0.15854582396488914,0.9235294117647059,0.5719883369446004
62,0.7277362942695618,0.4209131499351865,0.15640807147811903,0.9235294117647059,0.5716980284840423
63,0.7301293015480042,0.42030724213606435,0.15404644254087674,0.9235294117647059,0.5712738930246568
64,0.7228631973266602,0.4187183308494784,0.1504365508753464,0.9235294117647059,0.5701616551240466
65,0.7207947969436646,0.4172159280745983,0.1465149419814881,0.9235294117647059,0.5691099731816305
66,0.7216887474060059,0.4162433403543551,0.1431958825408067,0.9235294117647059,0.5684291617774604
67,0.7211712598800659,0.4155663655316192,0.13964542263632237,0.9235294117647059,0.5679552794015452
68,0.7199666500091553,0.41644715708319946,0.13742187124763391,0.9235294117647059,0.5685718334876513
69,0.7150821685791016,0.4170948002225204,0.13468213710959479,0.9235294117647059,0.5690251836851761
70,0.7161104083061218,0.4181824227712566,0.13273543964930704,0.9235294117647059,0.5697865194692914
